?British School	1545  1330,785
Braque  Georges	1927  810,1165
Bratby  John	1957  1220,3658
Bratby  John	1955  1016,1270
Bratby  John	1956  1689,3467
Bratby  John	1954  1314,921
Bratby  John	1955  1171,872
Bratby  John	1956  1321,495
Breakwell  Ian	1981  1516,1395
Breakwell  Ian	1973  297,973
Breakwell  Ian	1981  1513,1295
Breakwell  Ian	1981  1525,1377
Bree  Rev. William	1804  114,187
Breton  André	1942  340,267
Breton  André	1930  310,240
Brett  John	1880  1054,2121
Brett  John	1856  445,419
Brett  John	1863  600,1013
Brett  John	1871  1060,2127
Brett  John	1864  610,457
Brett  The Hon. Dorothy	1958  883,679
Brett  The Hon. Dorothy	1919  409,530
Bridell  Frederick Lee	1860  559,1505
Briggs  Ernest	1913  787,1143
Briggs  Henry Perronet	1827  889,698
Briggs  Henry Perronet	1827  1448,1956
Brill  Frederick	1956  915,1220
Brill  Reginald	1956  1708,2139
British (?) School	1833  138,236
British (?) School	1833  137,236
British (?) School	1833  137,237
British (?) School	1770  213,131
British (?) School	1833  138,237
British (?) School	1833  235,137
British (?) School	1833  236,138
British (?) School	1833  138,235
British (?) School	1833  236,137
British (?) School	1773  204,157
British School 16th century	1576  743,464
British School 16th century	1596  570,514
British School 16th century	1586  578,451
British School 16th century	1569  629,483
British School 17th century	1620  2057,1270
British School 17th century	1620  2273,1334
British School 17th century	1636  2051,1359
British School 17th century	1662  704,590
British School 17th century	1655  749,622
British School 17th century	1692  115,185
British School 17th century	1670  756,630
British School 17th century	1690  762,635
British School 17th century	1600  886,1723
British School 17th century	1635  2026,1194
British School 17th century	1615  2212,1370
British School 18th century	1750  219,267
British School 18th century	1800  324,462
British School 18th century	1765  82,71
British School 18th century	1750  178,199
British School 18th century	1754  392,357
British School 18th century	1796  142,182
British School 18th century	1740  769,639
British School 18th century	1790  103,161
British School 18th century	1760  743,616
British School 18th century	1750  698,902
British School 18th century	1795  215,266
British School 18th century	1798  162,280
British School 18th century	1780  201,152
British School 18th century	1750  660,780
British School 18th century	1751  337,898
British School 18th century	1790  546,889
British School 18th century	1750  337,900
British School 18th century	1798  320,261
British School 18th century	1770  2127,1359
British School 18th century	1750  197,260
British School 18th century	1780  278,392
British School 18th century	1780  241,394
British School 18th century	1720  356,457
British School 18th century	1800  213,200
British School 19th century	1830  242,306
British School 19th century	1840  114,178
British School 19th century	1840  164,222
British School 19th century	1802  218,323
British School 19th century	1871  67,117
British School 19th century	1871  65,116
British School 19th century	1830  1283,1016
British School 19th century	1813  186,289
British School 19th century	1869  404,289
Brockhurst  Gerald	1931  762,641
Brodzky  Horace	1915  178,260
Bronstein  Pablo	2008  2220,1500
Broodthaers  Marcel	1975  530,514
Brooke  William Henry	1819  146,190
Brooker  William	1974  914,914
Brooking  Charles	1750  1022,1480
Brooks  James	1957  1803,1730
Brough  Robert	1897  1022,1257
Brown  Cecily	1999  1908,2292
Brown  Ford Madox	1889  179,256
Brown  Ford Madox	1851  705,381
Brown  Ford Madox	1852  1168,1333
Brown  Ford Madox	1853  146,98
Brown  Ford Madox	1852  171,200
Brown  Ford Madox	1840  470,394
Brown  Ford Madox	1878  140,229
Brown  Ford Madox	1855  124,175
Brown  Ford Madox	1887  241,279
Brown  Ford Madox	1890  96,173
Brown  Ford Madox	1890  113,177
Brown  Ford Madox	1849  711,991
Brown  Ford Madox	1852  292,343
Brown  Ford Madox	1856  143,121
Brown  Ford Madox	1853  171,146
Brown  Ford Madox	1864  276,186
Brown  Ford Madox	1863  232,210
Brown  Ford Madox	1884  264,401
Brown  Ford Madox	1851  73,89
Brown  Ford Madox	1890  112,177
Brown  Ford Madox	1855  241,333
Brown  Ford Madox	1853  152,127
Brown  Ford Madox	1857  394,448
Brown  Ford Madox	1847  781,591
Brown  Ford Madox	1854  197,276
Brown  Ford Madox	1864  356,330
Brown  Ford Madox	1856  1232,991
Brown  Ford Madox	1839  279,229
Brown  Ford Madox	1854  203,248
Brown  Ford Madox	1867  305,305
Brown  Ford Madox	1881  133,216
Brown  Frederick	1932  930,660
Brown  Frederick	1933  457,610
Brown  Frederick	1914  241,356
Brown  Sir Arnesby	1910  1610,1835
Brown  Sir Arnesby	1919  635,762
Brown  Sir Arnesby	1901  1283,1841
Browne  Henriette	1863  921,730
Brundrit  Reginald	1938  965,889
Brundrit  Reginald	1940  457,610
Brus  Günter	1960  1257,900
Brus  Günter	1984  577,402
Brus  Günter	1983  1228,840
Buchanan  Roderick	1997  265,240
Buchheister  Carl	1960  565,770
Buchheister  Carl	1959  302,389
Buchheister  Carl	1958  322,240
Buchheister  Carl	1957  298,421
Buchler  Pavel	2006  839,588
Buckley  Stephen	1971  1219,3657
Buckley  Stephen	1972  813,914
Buckley  Stephen	1974  1524,1829
Buckley  Stephen	1972  1156,997
Buffet  Bernard	1954  1464,1140
Buhler  Robert	1946  914,1219
Buhler  Robert	1947  762,635
Bunbury  Henry William	1780  190,310
Bunbury  Henry William	1779  176,93
Bunbury  Henry William	1783  223,305
Bundy  Edgar	1905  1524,1264
Burchfield  Charles	1933  610,864
Buren  Daniel	1973  900,16000
Burn  Rodney J.	1952  813,1016
Burn  Rodney J.	1922  432,330
Burn  Rodney J.	1925  495,279
Burn  Rodney J.	1924  1223,2723
Burn  Rodney J.	1922  917,1222
Burn  Rodney J.	1965  457,610
Burne-Jones  Sir Edward Coley  Bt	1861  210,225
Burne-Jones  Sir Edward Coley  Bt	1862  207,241
Burne-Jones  Sir Edward Coley  Bt	1863  248,175
Burne-Jones  Sir Edward Coley  Bt	1862  101,131
Burne-Jones  Sir Edward Coley  Bt	1875  731,400
Burne-Jones  Sir Edward Coley  Bt	1890  250,179
Burne-Jones  Sir Edward Coley  Bt	1875  730,400
Burne-Jones  Sir Edward Coley  Bt	1862  190,303
Burne-Jones  Sir Edward Coley  Bt	1860  35,57
Burne-Jones  Sir Edward Coley  Bt	1860  44,117
Burne-Jones  Sir Edward Coley  Bt	1875  730,398
Burne-Jones  Sir Edward Coley  Bt	1879  647,518
Burne-Jones  Sir Edward Coley  Bt	1860  178,133
Burne-Jones  Sir Edward Coley  Bt	1879  645,518
Burne-Jones  Sir Edward Coley  Bt	1872  146,149
Burne-Jones  Sir Edward Coley  Bt	1872  323,222
Burne-Jones  Sir Edward Coley  Bt	1860  342,179
Burne-Jones  Sir Edward Coley  Bt	1860  333,171
Burne-Jones  Sir Edward Coley  Bt	1875  229,304
Burne-Jones  Sir Edward Coley  Bt	1863  252,153
Burne-Jones  Sir Edward Coley  Bt	1861  114,130
Burne-Jones  Sir Edward Coley  Bt	1861  403,185
Burne-Jones  Sir Edward Coley  Bt	1896  1575,3048
Burne-Jones  Sir Edward Coley  Bt	1860  181,133
Burne-Jones  Sir Edward Coley  Bt	1859  235,270
Burne-Jones  Sir Edward Coley  Bt	1859  235,311
Burne-Jones  Sir Edward Coley  Bt	1872  212,235
Burne-Jones  Sir Edward Coley  Bt	1873  126,179
Burne-Jones  Sir Edward Coley  Bt	1873  126,180
Burne-Jones  Sir Edward Coley  Bt	1877  261,225
Burne-Jones  Sir Edward Coley  Bt	1862  293,146
Burne-Jones  Sir Edward Coley  Bt	1877  269,179
Burne-Jones  Sir Edward Coley  Bt	1871  274,222
Burne-Jones  Sir Edward Coley  Bt	1884  2934,1359
Burne-Jones  Sir Edward Coley  Bt	1873  210,133
Burne-Jones  Sir Edward Coley  Bt	1861  154,142
Burne-Jones  Sir Edward Coley  Bt	1870  262,258
Burne-Jones  Sir Edward Coley  Bt	1883  1206,622
Burne-Jones  Sir Edward Coley  Bt	1893  1079,622
Burne-Jones  Sir Edward Coley  Bt	1896  353,213
Burne-Jones  Sir Edward Coley  Bt	1863  258,178
Burne-Jones  Sir Edward Coley  Bt	1882  312,235
Burne-Jones  Sir Edward Coley  Bt	1861  140,166
Burne-Jones  Sir Edward Coley  Bt	1863  222,157
Burne-Jones  Sir Edward Coley  Bt	1880  152,162
Burne-Jones  Sir Edward Coley  Bt	1876  737,1829
Burne-Jones  Sir Edward Coley  Bt	1861  186,140
Burne-Jones  Sir Edward Coley  Bt	1866  478,264
Burne-Jones  Sir Edward Coley  Bt	1870  203,184
Burne-Jones  Sir Edward Coley  Bt	1861  297,148
Burne-Jones  Sir Edward Coley  Bt	1883  302,191
Burne-Jones  Sir Edward Coley  Bt	1863  298,133
Burne-Jones  Sir Edward Coley  Bt	1863  179,335
Burne-Jones  Sir Edward Coley  Bt	1886  845,1511
Burne-Jones  Sir Edward Coley  Bt	1866  260,216
Burne-Jones  Sir Edward Coley  Bt	1863  216,362
Burne-Jones  Sir Edward Coley  Bt	1875  251,172
Burne-Jones  Sir Edward Coley  Bt	1873  623,1030
Burne-Jones  Sir Edward Coley  Bt	1872  1247,508
Burne-Jones  Sir Edward Coley  Bt	1863  330,143
Burne-Jones  Sir Edward Coley  Bt	1872  1224,516
Burne-Jones  Sir Edward Coley  Bt	1861  699,418
Burne-Jones  Sir Edward Coley  Bt	1863  337,197
Burne-Jones  Sir Edward Coley  Bt	1862  340,362
Burne-Jones  Sir Edward Coley  Bt	1876  1195,458
Burne-Jones  Sir Edward Coley  Bt	1863  168,127
Burne-Jones  Sir Edward Coley  Bt	1868  265,149
Burne-Jones  Sir Edward Coley  Bt	1881  248,133
Burne-Jones  Sir Edward Coley  Bt	1861  254,127
Burne-Jones  Sir Edward Coley  Bt	1861  254,133
Burne-Jones  Sir Edward Coley  Bt	1866  222,171
Burne-Jones  Sir Edward Coley  Bt	1877  226,178
Burne-Jones  Sir Edward Coley  Bt	1887  268,153
Burne-Jones  Sir Edward Coley  Bt	1880  2692,1168
Burne-Jones  Sir Edward Coley  Bt	1879  253,140
Burne-Jones  Sir Edward Coley  Bt	1877  179,271
Burne-Jones  Sir Edward Coley  Bt	1870  335,252
Burne-Jones  Sir Edward Coley  Bt	1872  365,225
Burne-Jones  Sir Edward Coley  Bt	1877  273,181
Burne-Jones  Sir Edward Coley  Bt	1898  1069,2494
Burne-Jones  Sir Edward Coley  Bt	1862  762,635
Burne-Jones  Sir Edward Coley  Bt	1882  373,360
Burne-Jones  Sir Edward Coley  Bt	1875  367,1027
Burne-Jones  Sir Edward Coley  Bt	1875  368,1284
Burne-Jones  Sir Edward Coley  Bt	1875  367,1487
Burne-Jones  Sir Edward Coley  Bt	1861  225,318
Burne-Jones  Sir Edward Coley  Bt	1862  260,273
Burne-Jones  Sir Edward Coley  Bt	1863  203,190
Burne-Jones  Sir Edward Coley  Bt	1861  254,130
Burne-Jones  Sir Edward Coley  Bt	1870  210,192
Burne-Jones  Sir Edward Coley  Bt	1870  258,257
Burnet  James	1816  370,507
Burney  Edward Francis	1820  710,915
Burney  Edward Francis	1819  110,136
Burra  Edward	1930  762,559
Burra  Edward	1952  718,1041
Burra  Edward	1941  1022,2070
Burra  Edward	1930  552,749
Burra  Edward	1938  1321,1035
Burra  Edward	1940  1022,698
Burra  Edward	1934  787,559
Burra  Edward	1934  794,571
Burra  Edward	1972  1016,686
Burri  Alberto	1954  864,1003
Burton  William Shakespeare	1871  419,305
Bush  Jack	1965  2267,1372
Bussy  Simon	1902  184,184
Bussy  Simon	1905  870,743
Bussy  Simon	1920  308,290
Butler  Elizabeth	1879  1321,2337
Butler  Mildred Anne	1896  711,521
Butler  Reg	1951  264,203
Butler  Reg	1951  267,197
Butler  Reg	1951  273,203
Butler  Samuel	1874  921,708
Butts  John	1760  686,899
Buvelot  Louis	1878  178,254
Béraud  Jean	1885  381,460
Cage  John	1984  259,488
Cahn  Miriam	1985  2720,3790
Cahn  Miriam	1985  2720,3400
Cahun  Claude	1936  178,128
Cain  Neville	1875  410,330
Caldecott  Randolph	1877  175,260
Calder  Alexander	1953  737,1077
Calderon  Philip Hermogenes	1852  718,514
Calderon  Philip Hermogenes	1891  1530,2134
Calderon  Philip Hermogenes	1856  914,679
Calderon  Philip Hermogenes	1866  178,279
Callcott  Sir Augustus Wall	1835  229,298
Callcott  Sir Augustus Wall	1830  162,337
Callcott  Sir Augustus Wall	1832  159,133
Callcott  Sir Augustus Wall	1832  686,914
Callcott  Sir Augustus Wall	1834  1092,1448
Callcott  Sir Augustus Wall	1833  1067,1626
Callcott  Sir Augustus Wall	1807  333,438
Callcott  Sir Augustus Wall	1834  648,959
Callcott  Sir Augustus Wall	1820  152,241
Callcott  Sir Augustus Wall	1812  197,260
Callcott  Sir Augustus Wall	1807  698,895
Callcott  Sir Augustus Wall	1811  1067,1410
Callery  Simon	1996  2540,3600
Calliyannis  Manolis	1955  597,806
Callow  William	1844  254,362
Callow  William	1843  337,514
Callow  William	1880  222,298
Callow  William	1840  264,365
Callow  William	1846  264,365
Callow  William	1871  248,346
Callow  William	1874  248,346
Callow  William	1874  248,349
Callow  William	1860  264,365
Callow  William	1863  248,349
Callow  William	1863  254,349
Callow  William	1852  254,337
Callow  William	1852  254,349
Callow  William	1850  264,365
Callow  William	1845  264,362
Calthrop  Claude	1878  889,1270
Calvert  Charles	1812  207,275
Calvert  Edward	1830  514,378
Calvert  Edward	1860  375,991
Calvert  Edward	1825  251,181
Cameron  Katherine	1923  510,285
Cameron  Sir David	1914  1265,1120
Cameron  Sir David	1917  612,407
Cameron  Sir David	1914  451,705
Camp  Jeffery	1975  2432,1502
Camp  Jeffery	1990  1525,2745
Campbell  Steven	1988  2139,2420
Campbell  Steven	1985  2618,2745
Cardoso  José  Junior	1935  540,689
Carline  George	1887  289,565
Carline  George	1889  257,362
Carline  Hilda	1923  749,578
Carline  Nancy	1946  610,765
Carline  Richard	1918  714,511
Carline  Richard	1920  940,562
Carline  Sydney	1927  648,540
Carline  Sydney	1915  838,816
Carlisle  George Howard  Ninth Earl of	1870  533,737
Carnegie  Gillian	2007  230,331
Carnegie  Gillian	2006  749,584
Carrington  Dora	1924  559,667
Carrington  Dora	1921  611,669
Carrington  Leonora	1941  270,207
Carrington  Leonora	1941  270,210
Carrière  Eugène	1903  460,381
Carrière  Eugène	1891  248,171
Carter  B.A.R.	1960  641,559
Carter  Hugh	1878  622,737
Carter  Samuel John	1876  1485,2407
Carter  William	1936  635,762
Carwitham  Thomas	1713  370,238
Cast  Jesse Dale	1934  400,290
Cast  Jesse Dale	1934  432,546
Cast  Jesse Dale	1950  562,406
Cattermole  George	1852  229,333
Cattermole  George	1850  318,454
Cattermole  George	1844  495,368
Caulfield  Patrick	1963  1524,1219
Caulfield  Patrick	1963  1219,1219
Caulfield  Patrick	2005  865,1173
Caulfield  Patrick	1962  1219,1219
Caulfield  Patrick	1969  2134,1524
Caulfield  Patrick	1992  610,765
Caulfield  Patrick	1999  2138,1911
Caulfield  Patrick	1963  1215,1216
Caulfield  Patrick	1975  2489,2134
Caulfield  Patrick	1967  1524,2743
Caulfield  Patrick	1976  582,585
Caulfield  Patrick	1985  2058,2442
Caulfield  Patrick	1968  710,934
Caulfield  Patrick	1970  1022,682
Caulfield  Patrick	1973  728,950
Caulfield  Patrick	1973  607,556
Caulfield  Patrick	1988  1226,919
Cazin  Jean-Charles	1890  733,597
Cazin  Marie	1884  327,460
Celmins  Vija	2010  417,299
Celmins  Vija	1984  608,468
Celmins  Vija	1985  457,567
Celmins  Vija	1983  691,585
Celmins  Vija	1974  442,956
Celmins  Vija	1998  570,673
Celmins  Vija	1999  565,649
Chagall  Marc	1928  295,241
Chagall  Marc	1915  772,775
Chagall  Marc	1950  349,267
Chagall  Marc	1911  324,413
Chagall  Marc	1924  368,267
Chagall  Marc	1934  1305,975
Chalon  Henry Bernard	1819  1010,1441
Chamberlain  Christopher	1954  1003,1486
Chambers  George	1830  952,1365
Chandler  J.W.	1798  749,622
Chandra  Avinash	1964  1016,2413
Chantrey  Sir Francis Legatt	1810  787,641
Chappell  William	1926  285,215
Charles  James	1900  241,292
Charles  James	1902  241,292
Charles  James	1863  241,298
Charles  James	1876  241,305
Charles  James	1887  457,356
Charlton  Alan	1991  2520,3780
Charlton  Alan	1975  2220,1990
Charlton  Alan	1991  2655,2655
Charlton  George	1924  190,533
Charnay  Armand	1885  295,394
Chase  William	1915  506,405
Chatelain  Jean Baptiste Claude	1745  220,390
Chatelain  Jean Baptiste Claude	1748  300,485
Cheston  Charles	1928  273,378
Cheston  Evelyn	1917  250,370
Chia  Sandro	1981  2065,1700
Chighine  Alfredo	1960  648,813
Chinnery  George	1803  476,375
Choucair  Saloua Raouda	1947  595,800
Chowne  Gerard	1913  241,375
Christie  John	1979  394,292
Christo	1963  305,115
Christo	1971  711,559
Chéron  Louis	1695  495,391
Ciardi  Emma	1924  603,807
Cinicolo  Donato	1973  299,797
Cipriani  Giovanni Battista	1771  460,605
Clark  Joseph	1877  780,634
Clark  Joseph	1884  508,400
Clark  Lygia	1951  415,270
Clarke Hall  Lady Edna	1899  397,279
Clarke Hall  Lady Edna	1899  356,254
Clarke Hall  Lady Edna	1902  178,229
Clarke Hall  Lady Edna	1900  558,406
Clarke Hall  Lady Edna	1915  311,241
Clarke Hall  Lady Edna	1900  279,216
Clarke Hall  Lady Edna	1932  340,505
Clarke Hall  Lady Edna	1910  559,749
Clarke Hall  Lady Edna	1924  578,394
Clarke Hall  Lady Edna	1924  394,286
Clarke Hall  Lady Edna	1924  400,571
Clausen  Sir George	1883  775,921
Clausen  Sir George	1895  755,548
Clausen  Sir George	1908  838,660
Clausen  Sir George	1940  508,610
Clausen  Sir George	1889  1714,1384
Clausen  Sir George	1904  927,1226
Clausen  Sir George	1904  635,762
Clausen  Sir George	1891  559,413
Clausen  Sir George	1929  457,356
Clausen  Sir George	1923  508,610
Clavé  Antoni	1947  549,457
Claydon  Steven	2008  595,420
Clemente  Francesco	1989  666,1017
Clemente  Francesco	1982  2010,2507
Clemente  Jack	1958  1457,1137
Clemente  Jack	1957  1457,889
Cleyn  Francis	1630  245,396
Clint  Alfred	1852  610,914
Clint  George	1830  768,641
Clough  Prunella	1982  1842,1678
Clough  Prunella	1946  505,395
Clough  Prunella	1993  1520,1825
Clough  Prunella	1976  1829,1422
Clough  Prunella	1993  1510,1880
Clough  Prunella	1980  484,573
Clough  Prunella	1951  921,520
Clough  Prunella	1981  1227,1912
Clough  Prunella	1958  968,917
Clough  Prunella	1962  660,508
Clough  Prunella	1982  1520,1670
Cluett  Shelagh	1972  355,510
Cluett  Shelagh	1972  297,419
Cluett  Shelagh	1972  432,578
Cluett  Shelagh	1972  382,558
Coates  George	1903  813,908
Cockram  George	1892  660,1295
Cohen  Bernard	1966  2438,3353
Cohen  Bernard	1963  2438,2438
Cohen  Bernard	1964  1830,1834
Cohen  Bernard	1965  2438,2438
Cohen  Bernard	1960  1835,2134
Cohen  Bernard	1961  1017,1267
Cohen  Bernard	1977  1835,1835
Cohen  Bernard	1964  2438,3048
Cohen  Bernard	1994  1836,1833
Cohen  Bernard	1973  2743,1368
Cohen  Bernard	1970  1524,3962
Cohen  Harold	1962  2140,2438
Cohen  Harold	1966  2580,4407
Cohen  Harold	1963  2490,2930
Cohen  Harold	1982  575,765
Cohen  Harold	1961  832,2332
Coker  Peter	1955  416,552
Coker  Peter	1957  1452,1213
Coker  Peter	1955  1829,838
Coker  Peter	1955  384,543
Coker  Peter	1955  428,282
Coker  Peter	1955  1524,1219
Coker  Peter	1955  768,562
Coker  Peter	1955  559,381
Coldstream  Sir William	1954  908,711
Coldstream  Sir William	1943  791,565
Coldstream  Sir William	1937  770,1018
Coldstream  Sir William	1974  1016,1270
Coldstream  Sir William	1937  790,562
Coldstream  Sir William	1974  914,711
Coldstream  Sir William	1939  610,406
Coldstream  Sir William	1937  508,508
Coldstream  Sir William	1932  1372,917
Coldstream  Sir William	1944  730,927
Coldstream  Sir William	1952  1067,707
Cole  George Vicat	1888  1950,3055
Collier  Edward	1696  838,1079
Collier  Edward	1699  588,462
Collier  Edward	1699  762,635
Collier  The Hon. John	1927  610,508
Collier  The Hon. John	1881  2140,1835
Collins  Cecil	1958  914,1219
Collins  Cecil	1953  1226,1530
Collins  Cecil	1933  762,566
Collins  Cecil	1976  600,490
Collins  Cecil	1962  1070,1230
Collins  Cecil	1938  1104,1473
Collins  Cecil	1988  708,840
Collins  Cecil	1934  762,635
Collins  Cecil	1933  125,205
Collins  Cecil	1933  260,209
Collins  Cecil	1941  760,506
Collins  Cecil	1936  348,252
Collins  Cecil	1954  512,385
Collins  Cecil	1987  239,312
Collins  Cecil	1940  387,559
Collins  Cecil	1979  406,584
Collins  Cecil	1936  508,610
Collins  Cecil	1943  298,400
Collins  Cecil	1968  1220,1060
Collins  Charles	1738  705,910
Collins  Charles Allston	1851  445,692
Collins  Charles Allston	1852  273,175
Collins  Charles Allston	1853  330,197
Collins  Phil	2001  762,914
Collins  William	1836  711,914
Collins  William	1828  435,584
Collins  William	1845  978,1270
Collins  William	1836  813,1067
Collinson  James	1857  610,492
Collinson  James	1856  827,1155
Colman  Samuel	1830  1356,1965
Colman  Samuel	1804  629,756
Colone  Adam de	1625  1143,846
Colquhoun  Ithell	1938  914,610
Colquhoun  Robert	1958  1422,762
Colquhoun  Robert	1945  565,381
Colquhoun  Robert	1945  767,610
Conder  Charles	1901  229,305
Conder  Charles	1905  749,940
Conder  Charles	1901  432,311
Conder  Charles	1901  432,318
Conder  Charles	1893  215,440
